,Name,Artist,year_in_which_song_repeated,Genre,song_repeated_in_one_year_count,total_years_song_repeated
1465,a thousand miles,vanessa carlton,2002,"Singer-Songwriter,Pop,Rock",40,1
1466,gimme the light,sean paul,2002,"Jamaica,Dancehall,Rap",36,2
1467,blurry,puddle of mudd,2002,"Post-Grunge,Rock",35,2
1468,wasting my time,default,2002,"Alternative Rock,Hard Rock,Post-Grunge,Rock",35,1
1469,the middle,jimmy eat world,2002,"Power Pop,Emo,Alternative Rock,Pop-Punk,Rock",33,1
1470,foolish,ashanti,2002,"Soul,R&;B",32,1
1471,one last breath,creed,2002,Rock,31,2
1472,complicated,avril lavigne,2002,"Canada,Pop,Rock,Pop-Rock",31,1
1473,how you remind me,nickelback,2002,"Alternative Rock,Hard Rock,Post-Grunge,Rock",31,2
1474,in the end,linkin park,2002,"Alternative Metal,Alternative Rock,Metal,Hard Rock,Rap Rock,Nu-Metal,Rap,Rock",29,3
1475,soak up the sun,sheryl crow,2002,"Adult Alternative,Producer,Singer-Songwriter,Adult Contemporary,Pop-Rock,Pop,Country,Rock",29,1
1476,all you wanted,michelle branch,2002,"Pop-Punk,Rock",27,1
1477,hot in herre,nelly,2002,"Funk,Hip-Hop,Go-Go,Pop,Rap",26,1
1478,ain't it funny,jennifer lopez,2002,"Remix,Rap,Pop,R&;B",26,2
1479,u don't have to call,usher,2002,"Neo Soul,Soul Pop,Soul,Hip-Hop,Pop,R&;B",25,1
1480,no such thing,john mayer,2002,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock",24,1
1481,nothin',n.o.r.e.,2002,"East Coast,Hip-Hop,Rap",24,1
1482,still fly,big tymers,2002,Rap,24,1
1483,dilemma,nelly,2002,"Neo Soul,Soul,Hip-Hop,Pop,R&;B,Rap",24,2
1484,i'm gonna be alright,jennifer lopez,2002,"Pop,Remix,R&;B,Rap",23,1
1485,uh huh,b2k,2002,"Boy Band,Rap,Hip-Hop,R&;B,Pop",22,1
1486,baby,ashanti,2002,"Soul,R&;B",22,1
1487,happy,ashanti,2002,"Soul,R&;B",22,1
1488,gangsta lovin',eve,2002,Rap,22,1
1489,the impossible,joe nichols,2002,Country,21,1
1490,rainy dayz,mary j. blige,2002,"Soul,Soul Pop,Pop,R&;B,Rap",20,1
1491,running away,hoobastank,2002,"Rock,Alternative Rock",20,1
1492,i'm gonna miss her,brad paisley,2002,"Country,Rock",20,1
1493,escape,enrique iglesias,2002,"Latin Pop,Dance-Pop,Pop",20,1
1494,someone to love you,ruff endz,2002,R&;B,20,1
1495,hands clean,alanis morissette,2002,Rock,20,1
1496,for you,staind,2002,"Nu-Metal,Alternative Metal,Rock",20,1
1497,nothing in this world,keke wyatt,2002,R&;B,20,1
1498,grindin',clipse,2002,"Hip-Hop,East Coast,Hardcore Hip-Hop,Gangsta Rap,Gaming,Soundtrack,Rap",20,1
1499,here is gone,goo goo dolls,2002,Rock,20,1
1500,my list,toby keith,2002,"Country,Rock",20,1
1501,hero,enrique iglesias,2002,"Spanish Music,Latin Pop,Pop",20,2
1502,makin' good love,avant,2002,R&;B,20,1
1503,luv u better,ll cool j,2002,"R&;B,Rap",20,2
1504,i love you,faith evans,2002,"R&;B,Soul,Soul Pop,Pop",20,1
1505,living and living well,george strait,2002,Country,20,1
1506,i should be sleeping,emerson drive,2002,Country,20,1
1507,just like a pill,p!nk,2002,"Pop-Rock,Pop,Rock",20,1
1508,somewhere out there,our lady peace,2002,Pop,20,1
1509,somebody like you,keith urban,2002,Country,20,1
1510,stingy,ginuwine,2002,R&;B,20,1
1511,cleanin' out my closet,eminem,2002,"Horrorcore,SHADYXV,Rap",20,1
1512,you know that i love you,donell jones,2002,R&;B,20,1
1513,a new day has come,celine dion,2002,"Pop,Rock",20,1
1514,aerials,system of a down,2002,"Nu-Metal,Experimental Rock,Heavy Metal,Metal,Alternative Rock,Rock",20,1
1515,without me,eminem,2002,"Satire,Rap",20,1
1516,always on time,ja rule,2002,Rap,20,2
1517,where are you going,dave matthews band,2002,"Alternative,Alternative Rock,Rock",20,1
1518,that's when i love you,phil vassar,2002,Pop,20,1
1519,walking away,craig david,2002,"UK,R&;B",20,1
1520,unbroken,tim mcgraw,2002,"Country,Rock",20,1
1521,by the way,red hot chili peppers,2002,"Funk Rock,Alternative Rock,Rock",20,1
1522,can't get you out of my head,kylie minogue,2002,"Australia,Dance-Pop,Electronic,Dance,Pop",20,1
1523,beautiful mess,diamond rio,2002,Country,20,1
1524,the one,gary allan,2002,Country,20,1
1525,the cowboy in me,tim mcgraw,2002,"Country,Rock",20,1
1526,the good stuff,kenny chesney,2002,"Country,Rock",20,1
1527,days go by,dirty vegas,2002,"Electronic,Dance,Electro House,Pop",20,1
1528,youth of the nation,p.o.d.,2002,"Alternative Rock,Alternative Metal,Rap Rock,Rock,Rap",19,1
1529,i miss my friend,darryl worley,2002,Country,19,1
1530,wish i didn't miss you,angie stone,2002,"Neo Soul,Soul,R&;B",19,1
1531,why don't we fall in love,amerie,2002,R&;B,19,1
1532,full moon,brandy,2002,R&;B,19,1
1533,long time gone,dixie chicks,2002,Country,19,1
1534,i keep looking,sara evans,2002,Country,19,1
1535,my sacrifice,creed,2002,"Hard Rock,Rock",19,2
1536,hella good,no doubt,2002,"Funk,Funk Rock,Dance-Pop,Dance,Electronic Rock,Pop,Rock",19,1
1537,work in progress,alan jackson,2002,Country,19,1
1538,crawling in the dark,hoobastank,2002,"Alternative Rock,Rock",19,1
1539,"i breathe in, i breathe out",chris cagle,2002,Pop,19,1
1540,underneath your clothes,shakira,2002,"Pop-Rock,Rock",19,1
1541,underneath it all,no doubt,2002,"Jamaica,Ska,Reggae,Pop,Alternative Rock,Rock",19,2
1542,goodbye to you,michelle branch,2002,"Pop-Rock,Pop",19,2
1543,too bad,nickelback,2002,Rock,19,1
1544,call me,tweet,2002,Rock,19,1
1545,young,kenny chesney,2002,"Country,Rock",19,1
1546,some days you gotta dance,dixie chicks,2002,"Blues Rock,Blues,Country",19,1
1547,"lights, camera, action!",mr. cheeks,2002,Rap,18,2
1548,in da wind,trick daddy,2002,Rap,18,1
1549,ordinary day,vanessa carlton,2002,Rock,18,1
1550,what about us?,brandy,2002,"R&;B,Pop",18,1
1551,family affair,mary j. blige,2002,"Soul Pop,Pop,R&;B",18,2
1552,can't fight the moonlight,leann rimes,2002,Pop,18,3
1553,when the last time,clipse,2002,Rap,17,2
1554,not a day goes by,lonestar,2002,Country,17,1
1555,gots ta be,b2k,2002,"R&;B,Rap",17,1
1556,flake,jack johnson,2002,"Adult Alternative,Easy Listening,Folk Rock,Pop-Rock,Singer-Songwriter,Rock",17,1
1557,u got it bad,usher,2002,"Neo Soul,Soul Pop,Soul,R&;B",17,2
1558,sk8er boi,avril lavigne,2002,"Pop-Rock,Rock,Memes,Canada,Pop",17,2
1559,love at first sight,kylie minogue,2002,"House,Electronic,Dance-Pop,Pop",16,1
1560,never,amanda perez,2002,Pop,16,1
1561,no more drama,mary j. blige,2002,"Soul Pop,Pop,Soul,R&;B",16,2
1562,7 days,craig david,2002,"UK,R&;B,Pop",16,2
1563,landslide,dixie chicks,2002,Country,16,2
1564,like i love you,justin timberlake,2002,"Rap,R&;B,Pop",16,2
1565,hey baby,no doubt,2002,"Dancehall,Pop,Rock",16,2
1566,don't say goodbye,paulina rubio,2002,Pop,16,1
1567,a moment like this,kelly clarkson,2002,"American Idol,Ballad,Pop",15,2
1568,don't know why,norah jones,2002,"Ballad,Cover,Piano,Adult Alternative,Adult Contemporary,Soul Jazz,Jazz Fusion,Pop-Rock,Rock,Pop,Jazz,Country",15,2
1569,american child,phil vassar,2002,Country,15,1
1570,this woman's work,maxwell,2002,R&;B,15,1
1571,good morning beautiful,steve holy,2002,Country,15,2
1572,prayer,disturbed,2002,"Alternative Metal,Heavy Metal,Rock",15,2
1573,young'n,fabolous,2002,Rap,15,2
1574,stole,kelly rowland,2002,"R&;B,Rock",15,2
1575,my town,montgomery gentry,2002,Country,15,2
1576,video,india.arie,2002,"Soul,R&;B",14,2
1577,get the party started,p!nk,2002,"Dance-Pop,Dance,Pop",14,2
1578,"whenever, wherever",shakira,2002,"Pop,Latin Pop,Rock",14,2
1579,say i yi yi,ying yang twins,2002,"Dirty South,Rap",14,1
1580,who's your daddy?,toby keith,2002,"Country,Rock",14,2
1581,she'll leave you with a smile,george strait,2002,"Country,Rock",14,2
1582,sweetness,jimmy eat world,2002,Rock,14,1
1583,these days,rascal flatts,2002,Country,14,2
1584,she hates me,puddle of mudd,2002,"Post-Grunge,Rock",13,2
1585,standing still,jewel,2002,"Singer-Songwriter,Folk Rock,Folk,Adult Alternative,Adult Contemporary,Pop-Rock,Pop",13,2
1586,butterflies,michael jackson,2002,"Soul Pop,R&;B,Pop",13,2
1587,rock the party,benzino,2002,Rap,13,2
1588,wrapped around,brad paisley,2002,"Country,Rock",13,2
1589,the streets,wc,2002,"West Coast,Rap",13,1
1590,toxicity,system of a down,2002,"Alternative Rock,Nu-Metal,Heavy Metal,Alternative Metal,Metal,Rock",13,1
1591,react,erick sermon,2002,Rap,12,2
1592,brotha,angie stone,2002,"Soul,R&;B",12,2
1593,break ya neck,busta rhymes,2002,Rap,12,2
1594,way of life,lil wayne,2002,Rap,12,1
1595,here to stay,korn,2002,"Metal,Hard Rock,Alternative Metal,Nu-Metal,Rock",12,1
1596,she loves me not,papa roach,2002,"Rap,Nu-Metal,Rock",12,1
1597,tonight i wanna be your man,andy griggs,2002,Country,12,1
1598,i'd rather,luther vandross,2002,R&;B,12,2
1599,disease,matchbox twenty,2002,"Rock,Alternative Rock,Pop-Rock",12,2
1600,drops of jupiter,train,2002,"Adult Contemporary,Adult Alternative,Ballad,Pop-Rock,Pop,Rock",11,2
1601,she was,mark chesnutt,2002,Country,11,1
1602,tainted,slum village,2002,Rap,11,1
1603,in another world,joe diffie,2002,Pop,11,1
1604,hate to say i told you so,the hives,2002,"Indie Rock,Punk Rock,Soundtrack,Alternative Rock,Garage Punk,Rock",11,1
1605,your body is a wonderland,john mayer,2002,"Pop,Rock",10,2
1606,in a little while,uncle kracker,2002,Pop,10,2
1607,riding with private malone,david ball,2002,Country,10,2
1608,run,george strait,2002,"Country,Rock",10,2
1609,bother,stone sour,2002,"Acoustic,Rock",10,2
1610,something,lasgo,2002,"Trance,Eurodance,Electronic,Pop",10,2
1611,just let me be in love,tracy byrd,2002,Pop,10,1
1612,air force ones,nelly,2002,"Crunk,Hip-Hop,Rap",9,2
1613,where the stars and stripes and the eagle fly,aaron tippin,2002,Country,9,2
1614,ignition,r. kelly,2002,"Soul,Soul Pop,Pop,R&;B",9,2
1615,i'm tryin',trace adkins,2002,Country,9,2
1616,the zephyr song,red hot chili peppers,2002,Rock,9,2
1617,from tha chuuuch to da palace,snoop dogg,2002,Rap,9,2
1618,i just wanna be mad,terri clark,2002,Pop,9,2
1619,control,puddle of mudd,2002,Pop,8,2
1620,goodbye,jagged edge,2002,"R&;B,Pop",8,2
1621,guess who's back,scarface,2002,Rap,8,1
1622,dig in,lenny kravitz,2002,Rock,8,2
1623,starry eyed surprise,oakenfold,2002,Pop,8,1
1624,family portrait,p!nk,2002,"R&;B,Pop",8,2
1625,spin,lifehouse,2002,Rock,8,2
1626,wrong impression,natalie imbruglia,2002,"Pop-Rock,Rock,Pop",8,1
1627,it's been awhile,staind,2002,"Alternative Rock,Memes,Nu-Metal,Alternative Metal,Rock",8,2
1628,i am mine,pearl jam,2002,Rock,8,1
1629,i wanna talk about me,toby keith,2002,"Country,Rock",8,2
1630,one of those days,whitney houston,2002,"Rock,Pop,Soul Pop,Soul,R&;B",8,2
1631,fall into me,emerson drive,2002,Country,8,2
1632,out of my heart,bbmak,2002,Pop,8,1
1633,beautiful,christina aguilera,2002,Pop,7,2
1634,when i'm gone,3 doors down,2002,Rock,7,2
1635,differences,ginuwine,2002,"Soul,Soul Pop,Pop,R&;B",7,2
1636,thug lovin',ja rule,2002,Rap,7,2
1637,braid my hair,mario,2002,R&;B,7,1
1638,cochise,audioslave,2002,"Hard Rock,Post-Grunge,Alternative Rock,Rock",7,2
1639,19 somethin',mark wills,2002,Country,7,2
1640,fabulous,jaheim,2002,"Hip-Hop,Soul Pop,Soul,Neo Soul,R&;B",7,2
1641,insatiable,darren hayes,2002,Pop,7,1
1642,i miss you,dmx,2002,Rap,7,1
1643,livin' it up,ja rule,2002,"Gangsta Rap,Hip-Hop,East Coast,Rap",7,2
1644,big machine,goo goo dolls,2002,Rock,6,1
1645,satisfaction,eve,2002,Rap,6,2
1646,stuck in a moment you can't get out of,u2,2002,"Ireland,Rock",6,2
1647,fade,staind,2002,"Alternative Metal,Nu-Metal,Rock",6,2
1648,my friends over you,new found glory,2002,Rock,6,1
1649,hanging by a moment,lifehouse,2002,"Indie Rock,Alternative,Pop-Rock,Adult Alternative,Post-Grunge,Alternative Rock,Rock",6,2
1650,only time,enya,2002,"Ballad,Ireland,Adult Contemporary,New Age,Pop",6,3
1651,song for the lonely,cher,2002,"Electro-Pop,Electronic,Dance-Pop,Dance,Pop",6,1
1652,a lot of things different,kenny chesney,2002,"Country,Rock",6,2
1653,wish you were here,incubus,2002,"Post-Grunge,Alternative Rock,Rock",5,2
1654,with me,lonestar,2002,Country,5,2
1655,he is,heather headley,2002,Rap,5,2
1656,i'm with you,avril lavigne,2002,"Pop,Ballad,Canada,Rock",5,2
1657,where do we go from here,filter,2002,Rock,5,1
1658,the baby,blake shelton,2002,"Country,Rock",5,2
1659,i'm real,jennifer lopez,2002,"Remix,R&;B,Rap",5,2
1660,steve mcqueen,sheryl crow,2002,Country,5,1
1661,turn off the light,nelly furtado,2002,"Canada,Pop",5,2
1662,what am i gonna do,tyrese,2002,R&;B,4,2
1663,"don't say no, just say yes",avant,2002,R&;B,4,1
1664,dance with me,112,2002,Rap,4,2
1665,always,saliva,2002,Rock,4,2
1666,why i love you,b2k,2002,"R&;B,Pop",4,1
1667,i should be...,dru hill,2002,Pop,4,2
1668,downfall,trustcompany,2002,"Nu-Metal,Rock",4,1
1669,help me understand,trace adkins,2002,Country,4,1
1670,paradise,ll cool j,2002,Rap,4,2
1671,come into my world,kylie minogue,2002,"Disco,Dance-Pop,Pop",4,2
1672,sick of being lonely,field mob,2002,Rap,4,2
1673,thug holiday,trick daddy,2002,Rap,3,2
1674,put me down,donell jones,2002,R&;B,3,1
1675,i'm a survivor,reba,2002,Country,3,2
1676,you rock my world,michael jackson,2002,"R&;B,Pop",3,2
1677,i'm a slave 4 u,britney spears,2002,"Dance,Electro-Pop,R&;B,Pop",3,2
1678,lifetime,maxwell,2002,R&;B,3,2
1679,i told y'all,petey pablo,2002,Rap,3,1
1680,cry me a river,justin timberlake,2002,"R&;B,Pop",3,2
1681,the one you love,paulina rubio,2002,Pop,3,1
1682,no one knows,queens of the stone age,2002,"Stoner Rock,Alternative Rock,Hard Rock,Rock",2,2
1683,ugly,bubba sparxxx,2002,"Dirty South,Hip-Hop,Country Rap,Country,Rap",2,2
1684,you can't hide beautiful,aaron lines,2002,Country,2,2
1685,everywhere,michelle branch,2002,"Pop-Rock,Pop",2,2
1686,through the rain,mariah carey,2002,"R&;B,Pop",2,2
1687,be here,raphael saadiq,2002,"Neo Soul,Soul Pop,Pop,Soul,R&;B",2,1
1688,mesmerize,ja rule,2002,"R&;B,Pop,Rap",2,2
1689,fine again,seether,2002,Rock,2,2
1690,am to pm,christina milian,2002,"Dance-Pop,Pop,R&;B",1,2
1691,all the things she said,t.a.t.u.,2002,"\xd0\xa0\xd0\xbe\xd1\x81\xd1\x81\xd0\xb8\xd1\x8f (Russia),Pop-Rock,Pop,Rock",1,2
1692,smooth criminal,alien ant farm,2002,"Adult Alternative,Funk Rock,Hard Rock,Post-Grunge,Pop-Rock,Nu-Metal,Cover,Alternative Metal,Alternative Rock,Rock",1,2
1693,where i come from,alan jackson,2002,Country,1,2
1694,how you gonna act like that,tyrese,2002,"R&;B,Rap",1,2
1695,unwell,matchbox twenty,2003,"Adult Contemporary,Adult Alternative,Alternative Rock,Pop-Rock,Rock",41,2
1696,when i'm gone,3 doors down,2003,Rock,36,2
1697,headstrong,trapt,2003,"Nu-Metal,Alternative Rock,Rock",36,2
1698,drift away,uncle kracker,2003,"Producer,Cover,Adult Contemporary,Pop-Rock,Pop Country,Rock,Country,Pop",35,1
1699,right thurr,chingy,2003,Rap,33,1
1700,get busy,sean paul,2003,"Pop,Reggae,Jamaica,Dancehall",32,1
1701,ignition,r. kelly,2003,"Soul,Soul Pop,Pop,R&;B",32,2
1702,bring me to life,evanescence,2003,"Metal,Alternative Metal,Gothic Rock,Gothic Metal,Memes,Nu-Metal,Rock",32,1
1703,no letting go,wayne wonder,2003,"Jamaica,Dancehall,R&;B",31,1
1704,in da club,50 cent,2003,"Hip-Hop,Memes,Producer,East Coast,Gangsta Rap,SHADYXV,Rap",30,1
1705,calling all angels,train,2003,"Pop-Rock,Rock",29,1
1706,p.i.m.p.,50 cent,2003,"Gangsta Rap,Calypso,East Coast,SHADYXV,Rap",25,1
1707,where is the love?,the black eyed peas,2003,"R&;B,Pop,Rap",25,1
1708,how you gonna act like that,tyrese,2003,"R&;B,Rap",24,2
1709,21 questions,50 cent,2003,Rap,23,1
1710,so far away,staind,2003,"Hard Rock,Alternative Rock,Rock",23,2
1711,i'm with you,avril lavigne,2003,"Pop,Ballad,Canada,Rock",22,2
1712,so gone,monica,2003,"R&;B,Rap",22,1
1713,rock your body,justin timberlake,2003,"R&;B,Pop",21,1
1714,harder to breathe,maroon 5,2003,"Indie Rock,Alternative,Funk Rock,Alternative Rock,Pop-Rock,Rock,Pop",20,2
1715,real good man,tim mcgraw,2003,"Country,Rock",20,1
1716,have you forgotten?,darryl worley,2003,Country,20,1
1717,that'd be alright,alan jackson,2003,Country,20,1
1718,this one's for the girls,martina mcbride,2003,Country,20,1
1719,say yes,floetry,2003,Rap,20,1
1720,suga suga,baby bash,2003,"R&;B,Rap",20,2
1721,seven nation army,the white stripes,2003,"Blues Rock,Garage Rock,Adult Alternative,Alternative Rock,Pop-Rock,Rock,Pop",20,1
1722,stay gone,jimmy wayne,2003,Pop,20,1
1723,faint,linkin park,2003,"Rap Rock,Alternative Rock,Rap,Nu-Metal,Rock",20,1
1724,show me how to live,audioslave,2003,"Post-Grunge,Alternative Rock,Rock",20,1
1725,speed,montgomery gentry,2003,Country,20,1
1726,somewhere i belong,linkin park,2003,"Rap Rock,Alternative Rock,Nu-Metal,Rock,Rap",20,1
1727,fighter,christina aguilera,2003,"Pop-Rock,Pop",20,1
1728,someday,nickelback,2003,"Ballad,Hard Rock,Pop-Rock,Alternative Rock,Post-Grunge,Rock",20,2
1729,so yesterday,hilary duff,2003,"Pop-Rock,Pop",20,1
1730,hell yeah,ginuwine,2003,"R&;B,Rap",20,1
1731,intuition,jewel,2003,Pop,20,1
1732,can't stop,red hot chili peppers,2003,Rock,20,1
1733,who wouldn't wanna be me,keith urban,2003,Country,20,1
1734,love you out loud,rascal flatts,2003,Country,20,1
1735,amazing,josh kelley,2003,Pop,20,1
1736,angel,amanda perez,2003,Rap,20,1
1737,what was i thinkin',dierks bentley,2003,"Country,Rock",20,1
1738,are you happy now?,michelle branch,2003,Pop,20,1
1739,i wish i wasn't,heather headley,2003,"Soul,Pop,R&;B",20,1
1740,in those jeans,ginuwine,2003,R&;B,20,1
1741,beautiful,christina aguilera,2003,Pop,20,2
1742,miss independent,kelly clarkson,2003,"R&;B,Pop-Rock,Pop,Rock",20,1
1743,big star,kenny chesney,2003,"Country,Rock",20,1
1744,big yellow taxi,counting crows,2003,Rock,20,1
1745,i melt,rascal flatts,2003,Country,20,1
1746,put that woman first,jaheim,2003,R&;B,20,1
1747,i believe,diamond rio,2003,Country,20,1
1748,brokenheartsville,joe nichols,2003,Country,20,1
1749,"can't stop, won't stop",young gunz,2003,Rap,20,1
1750,celebrity,brad paisley,2003,"Country,Rock",20,1
1751,tough little boys,gary allan,2003,Pop,20,1
1752,like glue,sean paul,2003,"Pop,Electro-Pop,Jamaica,Dancehall",20,1
1753,like a stone,audioslave,2003,"Post-Grunge,Alternative Rock,Rock",19,1
1754,raining on sunday,keith urban,2003,Country,19,1
1755,she's my kind of rain,tim mcgraw,2003,"Country,Rock",19,1
1756,here without you,3 doors down,2003,"Post-Grunge,Rock",19,2
1757,i want you,thalia,2003,R&;B,19,1
1758,your body is a wonderland,john mayer,2003,"Pop,Rock",19,2
1759,concrete angel,martina mcbride,2003,Country,19,1
1760,all the things she said,t.a.t.u.,2003,"\xd0\xa0\xd0\xbe\xd1\x81\xd1\x81\xd0\xb8\xd1\x8f (Russia),Pop-Rock,Pop,Rock",19,2
1761,beautiful,snoop dogg,2003,"Soul Pop,R&;B,West Coast,Hip-Hop,Rap",19,1
1762,step in the name of love,r. kelly,2003,"Remix,R&;B,Soul,Soul Pop,Pop",19,2
1763,don't wanna try,frankie j,2003,Pop,19,1
1764,three wooden crosses,randy travis,2003,"Gospel,Country",19,1
1765,thoia thoing,r. kelly,2003,"R&;B,Rap",19,1
1766,sing for the moment,eminem,2003,"Rock,Rap",18,1
1767,bigger than my body,john mayer,2003,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock",18,2
1768,no one knows,queens of the stone age,2003,"Stoner Rock,Alternative Rock,Hard Rock,Rock",18,2
1769,wave on wave,pat green,2003,Country,18,2
1770,officially missing you,tamia,2003,R&;B,18,1
1771,i love this bar,toby keith,2003,"Country,Rock",18,2
1772,walked outta heaven,jagged edge,2003,"Soul,R&;B",18,2
1773,rain on me,ashanti,2003,"Pop,Soul,R&;B",18,2
1774,stand up,ludacris,2003,Rap,18,2
1775,emotional rollercoaster,vivian green,2003,R&;B,18,1
1776,the boys of summer,the ataris,2003,"Alternative Rock,Skate Punk,Pop-Rock,Punk Rock,Cover,Pop-Punk,Rock,Pop",18,1
1777,fine again,seether,2003,Rock,18,2
1778,mesmerize,ja rule,2003,"R&;B,Pop,Rap",17,2
1779,sick of being lonely,field mob,2003,Rap,16,2
1780,white flag,dido,2003,"Trip-Hop,Pop,Rock",16,2
1781,i'm glad,jennifer lopez,2003,R&;B,16,1
1782,always,saliva,2003,Rock,16,2
1783,x gon' give it to ya,dmx,2003,"Hardcore Hip-Hop,Gangsta Rap,Hip-Hop,East Coast,Screen,Marvel,Soundtrack,Memes,Rap",16,1
1784,why can't i?,liz phair,2003,"Pop-Rock,Pop,Rock",16,2
1785,don't know why,norah jones,2003,"Ballad,Cover,Piano,Adult Alternative,Adult Contemporary,Soul Jazz,Jazz Fusion,Pop-Rock,Rock,Pop,Jazz,Country",16,2
1786,superman,eminem,2003,Rap,16,1
1787,cry me a river,justin timberlake,2003,"R&;B,Pop",16,2
1788,holidae in,chingy,2003,Rap,16,2
1789,knock knock,monica,2003,"R&;B,Rap",15,2
1790,you can't hide beautiful,aaron lines,2003,Country,15,2
1791,the baby,blake shelton,2003,"Country,Rock",15,2
1792,weak and powerless,a perfect circle,2003,"Alternative Rock,Rock",15,2
1793,24's,t.i.,2003,Rap,15,1
1794,bright lights,matchbox twenty,2003,"Rock,Alternative Rock,Pop-Rock",15,2
1795,walk a little straighter,billy currington,2003,"Country,Rock",15,1
